session_id,request_signature,timestamp,source_ip_actual,claimed_ip_header,claimed_ip_mode,user_agent,method,path,path_scope,url_original,query_string,body_preview,status_code,rule_ids,rule_names,waf_messages,severities,engine_modes,event_actions,event_outcomes,unique_ids,merged_row_count,raw_row_indexes
tmp-session-8c82f918af17,5940c23a29d9176a,2026-03-18T23:44:26.906000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",POST,/api/auth/refresh,business,/api/auth/refresh,,,401,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390266263.077671,1,26
tmp-session-8c82f918af17,294539977c2f1357,2026-03-18T23:46:52.914000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",POST,/api/auth/refresh,business,/api/auth/refresh,,,401,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,177390280536.280749|177390280735.868927,2,24|23
tmp-session-8c82f918af17,b93fccfab24d922b,2026-03-18T23:46:52.914000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/vite.svg,asset,/vite.svg,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,177390280540.727668,1,25
tmp-session-4278582761c9,fc0d54198760b507,2026-03-18T23:50:36.907000+00:00,192.168.88.10,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,177390302849.748062,1,22
tmp-session-4278582761c9,f449f7e69050befc,2026-03-18T23:50:36.907000+00:00,192.168.88.10,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",GET,/assets/index-Cl251iS6.css,asset,/assets/index-Cl251iS6.css,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,177390302726.407286,1,20
tmp-session-4278582761c9,3d969d817689c11f,2026-03-18T23:50:36.907000+00:00,192.168.88.10,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",GET,/assets/index-j2Z-vXtK.js,asset,/assets/index-j2Z-vXtK.js,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,177390302725.749249,1,21
tmp-session-8c82f918af17,99eb6c712bf55c33,2026-03-18T23:55:04.908000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",POST,/api/auth/refresh,business,/api/auth/refresh,,,401,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390330157.090901,1,19
tmp-session-0c91b2a83820,11c47416f642e81c,2026-03-19T01:08:02.922000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390768040.827867,1,18
tmp-session-bf8b46c0590b,775b3848635cfea4,2026-03-19T01:28:42.902000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390891389.191031|177390891450.093503|177390891489.956012,3,15|16|17
tmp-session-bf8b46c0590b,9a4283be908ca82f,2026-03-19T01:28:42.902000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/assets/index-Cl251iS6.css,asset,/assets/index-Cl251iS6.css,,,304,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390891310.826092,1,13
tmp-session-bf8b46c0590b,732fb94d484cc403,2026-03-19T01:28:42.902000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/assets/index-j2Z-vXtK.js,asset,/assets/index-j2Z-vXtK.js,,,304,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177390891337.757421,1,12
tmp-session-bf8b46c0590b,c1fc4da889ece399,2026-03-19T01:28:42.902000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/vite.svg,asset,/vite.svg,,,304,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,17739089133.117291,1,14
tmp-session-387271f0a3e6,ebd44860a1bbeda7,2026-03-19T16:34:06.910000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396324219.217902,1,11
tmp-session-387271f0a3e6,ca171001de665b72,2026-03-19T16:34:06.910000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/lms/coruse,frontend_or_other,/lms/coruse,,,304,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,detected,success,17739632421.357260,1,10
tmp-session-e55a57cd1795,d50a0a0d6b72c3c0,2026-03-19T16:40:56.904000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396365592.252058,1,9
tmp-session-e55a57cd1795,962678ee30629b52,2026-03-19T16:45:36.905000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396393562.766140,2,8|7
tmp-session-e55a57cd1795,3f0720618e965645,2026-03-19T16:48:18.908000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396409530.724995,1,4
tmp-session-e55a57cd1795,2f6daec8060d649c,2026-03-19T16:50:16.904000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396420950.595756,1,3
tmp-session-e55a57cd1795,f654e88f42cc5bfb,2026-03-19T16:53:12.904000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396439186.247581,1,2
tmp-session-d80d7c739ed2,d04116b4cea8a51b,2026-03-19T17:57:44.907000+00:00,192.168.40.100,,none,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",GET,/api/auth/me,business,/api/auth/me,,,200,920350,Host header is a numeric IP address,Host header is a numeric IP address,4,Enabled,,,177396825820.443287,1,1
