case_id,case_class,raw_path
url_typo_090,board-search-append-space-encoded,/api/board/posts%20?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_091,board-search-append-json-ext,/api/board/posts.json?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_092,board-search-append-semicolon,/api/board/posts;?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_093,board-search-append-encoded-parent,/api/board/posts..%2f?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_094,board-search-api-letter-swap,/aip/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_095,board-search-api-digit-sub,/ap1/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5
url_typo_096,board-search-query-keyword-typo,/api/board/posts?sort=latest&size=5&keywrod=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4
url_typo_097,board-search-query-sort-typo,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latset&size=5
url_typo_098,board-search-query-size-typo,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&siize=5
url_typo_099,board-search-query-attack-union,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&size=5&variant=board-search
url_typo_100,board-search-query-attack-dotdot,/api/board/posts?keyword=..%2Fadmin&sort=latest&size=5&variant=board-search
